,City,Total score,Quality of life score,Family score,Cost,Internet,Fun,Safety,Lack of crime,Lack of racism,Education level,Income level,English speaking,Walkability,Traffic safety,Happiness,Nightlife,Free WiFi in city,A/C or heating,Friendly to foreigners,Freedom of speech,Female friendly,LGBTQ+ friendly,Startup Score,Hospitals,Country,Continent,Ciudad_Country,Latitude,Longitude
1088,Asmara,2.73,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Okay,Bad,Very low,Very low,Bad,Great,Bad,Unknown,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Eritrea,Africa,"Asmara, Eritrea",15.3389667,38.9326763
1089,Laayoune,2.81,Okay,Bad,Affordable,Good,Bad,Bad,Unknown,Bad,Unknown,Very low,Bad,Okay,Okay,Unknown,Bad,Bad,Bad,Bad,Unknown,Bad,Bad,Bad,Unknown,Western Sahara,Africa,"Laayoune, Western Sahara",26.7300936,-12.9766773
1090,Honiara,2.75,Okay,Bad,Pricey,Unusably slow,Bad,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Unknown,Okay,Bad,Bad,Okay,Unknown,Bad,Bad,Bad,Unknown,Solomon Islands,Oceania,"Honiara, Solomon Islands",-9.437797549999999,159.9624174786047
1091,Carlsbad,2.71,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Bad,United States,North America,"Carlsbad, United States",33.1580933,-117.3505966
1092,Kaechon,2.82,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Kaechon, North Korea",39.7034723,125.8888149
1093,Palo Alto,2.8,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Good,Good,Good,Good,Good,Great,Okay,Great,United States,North America,"Palo Alto, United States",37.4443293,-122.1598465
1094,Port Said,2.67,Okay,Bad,Affordable,Slow,Bad,Good,Good,Okay,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Good,Bad,Okay,Bad,Bad,Unknown,Egypt,Middle East,"Port Said, Egypt",31.263235,32.305505
1095,Wuhan,2.83,Okay,Bad,Affordable,Unusably slow,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Good,Bad,Unknown,Good,Bad,Bad,Great,China,Asia,"Wuhan, China",30.5951051,114.2999353
1096,Bamako,2.72,Bad,Bad,Affordable,Slow,Bad,Conflict / political instability,Bad,Bad,Very low,Very low,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Unknown,Mali,Africa,"Bamako, Mali",12.61326555,-7.984739136241295
1097,Kobe,2.73,Good,Okay,Pricey,Fast,Great,Great,Great,Okay,High,High,Bad,Great,Okay,Okay,Bad,Bad,Great,Okay,Good,Good,Okay,Bad,Good,Japan,Asia,"Kobe, Japan",34.6932379,135.1943764
1098,San Clemente,2.76,Good,Okay,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Bad,United States,North America,"San Clemente, United States",33.4270275,-117.6124179
1099,Siena,2.8,Okay,Okay,Pricey,Fast,Bad,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Bad,Great,Italy,Europe,"Siena, Italy",43.1672254,11.467181161339118
1100,Byron Bay,2.79,Good,Okay,Way too expensive,Fast,Good,Good,Great,Okay,Very high,Very high,Great,Bad,Okay,Great,Okay,Good,Okay,Okay,Good,Okay,Great,Okay,Unknown,Australia,Oceania,"Byron Bay, Australia",-28.6483333,153.6177778
1101,Linyi,2.72,Okay,Bad,Cheap,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Good,Okay,Unknown,Good,Bad,Bad,Okay,China,Asia,"Linyi, China",35.1433533,110.769063
1102,Ludhiana,3.02,Okay,Bad,Cheap,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Great,Bad,Bad,Okay,Bad,Okay,Okay,Okay,Bad,Okay,Bad,Okay,India,Asia,"Ludhiana, India",30.9090157,75.851601
1103,Nice,2.76,Good,Okay,Pricey,Fast,Great,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Okay,Great,Good,Good,Good,Good,Great,Okay,Great,France,Europe,"Nice, France",43.7009358,7.2683912
1104,Newport Beach,2.73,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Newport Beach, United States",33.6170092,-117.9294401
1105,Manhattan,2.91,Good,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Bad,United States,North America,"Manhattan, United States",40.7896239,-73.9598939
1106,Anchorage,2.72,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Bad,Good,Good,Bad,Great,Okay,Good,United States,North America,"Anchorage, United States",61.2163129,-149.894852
1107,West Palm Beach,2.77,Good,Good,Way too expensive,Fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Good,Good,Great,Good,Good,Great,Okay,Good,United States,North America,"West Palm Beach, United States",26.715364,-80.0532942
1108,Kota,2.79,Okay,Bad,Cheap,Fast,Bad,Good,Good,Okay,Low,Very low,Okay,Great,Bad,Bad,Bad,Bad,Bad,Good,Okay,Bad,Bad,Okay,Unknown,India,Asia,"Kota, India",25.1737019,75.8574194
1109,Cagliari,2.75,Good,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Great,Okay,Okay,Good,Okay,Okay,Okay,Good,Okay,Bad,Bad,Great,Italy,Europe,"Cagliari, Italy",39.2169525,9.1128513
1110,Oxnard,2.73,Good,Okay,Way too expensive,Super fast,Good,Good,Good,Bad,High,Very high,Great,Great,Okay,Good,Okay,Okay,Good,Okay,Good,Good,Great,Okay,Unknown,United States,North America,"Oxnard, United States",34.1976308,-119.1803818
1111,Tianjin,3.09,Okay,Bad,Affordable,Unusably slow,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Okay,Good,Okay,Unknown,Good,Bad,Bad,Great,China,Asia,"Tianjin, China",39.0856735,117.1951073
1112,Abilene,2.71,Okay,Okay,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Good,United States,North America,"Abilene, United States",32.44645,-99.7475905
1113,Mountain View,2.77,Good,Good,Way too expensive,Super fast,Good,Good,Good,Bad,High,Very high,Great,Bad,Okay,Good,Good,Good,Good,Okay,Good,Okay,Great,Okay,Great,United States,North America,"Mountain View, United States",37.3893889,-122.0832101
1114,Anshan,2.91,Okay,Bad,Cheap,Unusably slow,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Bad,China,Asia,"Anshan, China",41.1075276,122.9902689
1115,Dorobo,2.75,Okay,Bad,Okay,Fast,Okay,Good,Great,Bad,High,High,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Bad,Good,Okay,Bad,Bad,Unknown,Japan,Asia,"Dorobo, Japan",35.9170217,139.4886305
1116,Sinuiju,2.79,Bad,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Unknown,Very low,Bad,Bad,Okay,Unknown,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Sinuiju, North Korea",40.0940758,124.3977559
1117,Princeton,2.81,Good,Okay,Too expensive,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Good,Good,Good,Good,Good,Okay,Great,Okay,Good,United States,North America,"Princeton, United States",40.34833555,-74.6684230570877
1118,St Johns,2.72,Okay,Bad,Pricey,Slow,Unknown,Bad,Bad,Okay,Mediocre,Low,Good,Okay,Okay,Unknown,Bad,Bad,Okay,Okay,Unknown,Bad,Bad,Bad,Unknown,Antigua and Barbuda,Latin America,"St Johns, Antigua and Barbuda",17.1184569,-61.8448509
1119,Sanaa,2.69,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Okay,Bad,Very low,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Yemen,Middle East,"Sanaa, Yemen",15.35,44.2
1120,Amalfi,2.75,Okay,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Bad,Unknown,Italy,Europe,"Amalfi, Italy",40.63367,14.6026095
1121,Grand Island,3.01,Good,Good,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Grand Island, United States",40.924271,-98.338685
1122,Key West,2.75,Good,Good,Way too expensive,Fast,Great,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Bad,Good,Good,Good,Good,Good,Great,Okay,Okay,United States,North America,"Key West, United States",24.5625566,-81.7724368
1123,Waukegan,2.93,Good,Good,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Waukegan, United States",42.3636331,-87.8447938
1124,Weihai,3.0,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Good,China,Asia,"Weihai, China",37.5120997,122.1152599
1125,Wilmington,2.74,Good,Good,Too expensive,Super fast,Okay,Great,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Great,Great,Okay,Great,United States,North America,"Wilmington, United States",39.7459468,-75.546589
1126,Pensacola,2.78,Okay,Okay,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Pensacola, United States",30.421309,-87.2169149
1127,Yinchuan,2.95,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Okay,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Yinchuan, China",38.4852037,106.2261926
1128,Duluth,2.67,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Duluth, United States",46.7729322,-92.1251218
1129,Frederick,2.84,Good,Good,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Frederick, United States",39.415779,-77.4127562
1130,Dongying,3.13,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Okay,China,Asia,"Dongying, China",37.4334738,118.6689349
1131,Ube,2.66,Good,Okay,Okay,Fast,Okay,Good,Great,Okay,High,High,Bad,Okay,Okay,Okay,Okay,Bad,Great,Bad,Good,Okay,Okay,Bad,Good,Japan,Asia,"Ube, Japan",33.9516458,131.2468368
1132,Ibiza,2.77,Good,Okay,Too expensive,Super fast,Great,Good,Great,Okay,High,Mediocre,Okay,Great,Okay,Good,Great,Good,Good,Good,Good,Good,Great,Okay,Unknown,Spain,Europe,"Ibiza, Spain",38.974390099999994,1.4197463178515335
1133,Memphis,2.81,Okay,Okay,Too expensive,Fast,Bad,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Okay,Good,Good,Bad,Great,Okay,Great,United States,North America,"Memphis, United States",35.1335022,-89.9668758
1134,Xuzhou,2.93,Okay,Bad,Cheap,Unusably slow,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Okay,Bad,Unknown,Okay,Okay,Bad,Good,China,Asia,"Xuzhou, China",34.2066591,117.278286
1135,Gibraltar,2.7,Good,Okay,Too expensive,Fast,Okay,Okay,Unknown,Okay,Unknown,Very high,Great,Great,Okay,Unknown,Okay,Bad,Okay,Good,Unknown,Good,Bad,Okay,Unknown,Gibraltar,Europe,"Gibraltar, Gibraltar",36.140807,-5.3541295
1136,Dhaka,2.99,Okay,Bad,Affordable,Good,Bad,Good,Good,Bad,Low,Very low,Bad,Okay,Okay,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bangladesh,Asia,"Dhaka, Bangladesh",23.7861979,90.4026151
1137,Rapid City,2.69,Okay,Okay,Too expensive,Fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Okay,United States,North America,"Rapid City, United States",44.0869329,-103.2274481
1138,Fort Collins,2.71,Good,Good,Way too expensive,Super fast,Okay,Great,Good,Great,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Fort Collins, United States",40.5508527,-105.0668085
1139,Verona,2.7,Okay,Okay,Pricey,Fast,Okay,Good,Great,Bad,High,Mediocre,Okay,Great,Okay,Okay,Bad,Good,Good,Good,Good,Okay,Bad,Okay,Great,Italy,Europe,"Verona, Italy",45.4384958,10.9924122
1140,Helena,2.68,Okay,Okay,Too expensive,Fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Helena, United States",46.5927425,-112.036277
1141,Kinshasa,2.71,Bad,Bad,Okay,Unusably slow,Okay,Bad,Bad,Unknown,Low,Very low,Bad,Okay,Bad,Unknown,Okay,Bad,Bad,Bad,Unknown,Bad,Bad,Bad,Unknown,DR Congo,Africa,"Kinshasa, DR Congo",-4.3217055,15.3125974
1142,Portland Me,2.83,Good,Good,Way too expensive,Super fast,Okay,Great,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Portland Me, United States",43.6610277,-70.2548596
1143,Nanyang,2.96,Okay,Bad,Cheap,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Good,Bad,Unknown,Good,Bad,Bad,Unknown,China,Asia,"Nanyang, China",33.0010496,112.5292693
1144,Zhengzhou,2.98,Okay,Bad,Cheap,Unusably slow,Okay,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Good,Okay,Unknown,Okay,Okay,Bad,Good,China,Asia,"Zhengzhou, China",34.7487244,113.6191483
1145,Bilbao,2.97,Good,Okay,Pricey,Fast,Okay,Good,Great,Bad,High,Mediocre,Bad,Great,Okay,Good,Bad,Okay,Great,Good,Good,Good,Great,Okay,Unknown,Spain,Europe,"Bilbao, Spain",43.2630018,-2.9350039
1146,Belize City,2.82,Okay,Okay,Okay,Good,Bad,Bad,Very bad,Unknown,Mediocre,Very low,Okay,Okay,Bad,Okay,Okay,Okay,Okay,Good,Good,Okay,Bad,Bad,Okay,Belize,Latin America,"Belize City, Belize",17.5000543,-88.2003115
1147,Menlo Park,2.73,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Bad,United States,North America,"Menlo Park, United States",37.4519671,-122.1779927
1148,Ithaca,2.76,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Good,United States,North America,"Ithaca, United States",42.437072,-76.54831458600927
1149,Monterey,2.73,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Okay,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Good,United States,North America,"Monterey, United States",36.2231079,-121.3877428
1150,Savannah,2.6,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Savannah, United States",32.0809263,-81.0911768
1151,Karachi,2.4,Bad,Bad,Cheap,Slow,Bad,Bad,Okay,Good,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Bad,Good,Pakistan,Asia,"Karachi, Pakistan",24.8546842,67.0207055
1152,Aurangabad,2.72,Okay,Bad,Affordable,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Okay,Unknown,India,Asia,"Aurangabad, India",19.877263,75.3390241
1153,Mosul,2.67,Bad,Bad,Affordable,Slow,Bad,Conflict / political instability,Okay,Bad,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Iraq,Middle East,"Mosul, Iraq",36.343694049999996,43.099715597302286
1154,Basse Terre,2.69,Okay,Bad,Affordable,Slow,Okay,Okay,Okay,Bad,Unknown,Low,Bad,Bad,Okay,Unknown,Bad,Bad,Okay,Okay,Unknown,Okay,Bad,Bad,Unknown,Guadeloupe,Latin America,"Basse Terre, Guadeloupe",16.0000778,-61.7333373
1155,San Juan Del Sur,3.02,Okay,Bad,Affordable,Slow,Good,Bad,Bad,Bad,Low,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Okay,Great,Good,Okay,Okay,Bad,Unknown,Nicaragua,Latin America,"San Juan Del Sur, Nicaragua",11.2536716,-85.8709492
1156,Oceanside,2.68,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Oceanside, United States",33.1958696,-117.3794834
1157,Coeur Dalene,2.67,Okay,Okay,Way too expensive,Super fast,Okay,Great,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Okay,United States,North America,"Coeur Dalene, United States",33.1141426,-86.8473788
1158,Accra,2.61,Okay,Bad,Pricey,Slow,Good,Okay,Good,Okay,Mediocre,Very low,Bad,Okay,Bad,Bad,Good,Bad,Okay,Okay,Good,Okay,Bad,Bad,Unknown,Ghana,Africa,"Accra, Ghana",5.5571096,-0.2012376
1159,Vista,2.67,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Vista, United States",33.2000368,-117.2425355
1160,Chandigarh,2.69,Okay,Bad,Affordable,Fast,Okay,Great,Good,Bad,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Good,Okay,Okay,Okay,Bad,Bad,Okay,India,Asia,"Chandigarh, India",30.7334421,76.7797143
1161,Corvallis,2.68,Okay,Okay,Way too expensive,Super fast,Okay,Great,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Corvallis, United States",44.5645659,-123.2620435
1162,Alesund,2.69,Good,Good,Too expensive,Super fast,Okay,Good,Great,Good,Very high,Very high,Good,Great,Okay,Great,Okay,Unknown,Bad,Good,Great,Great,Great,Okay,Good,Norway,Europe,"Alesund, Norway",62.76712545,6.168828066313526
1163,San Mateo,2.71,Good,Okay,Way too expensive,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Bad,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Good,United States,North America,"San Mateo, United States",37.496904,-122.3330573
1164,Saint Helier,2.68,Good,Good,Way too expensive,Fast,Okay,Okay,Unknown,Unknown,Unknown,Very high,Great,Great,Okay,Unknown,Bad,Good,Bad,Okay,Unknown,Okay,Great,Okay,Unknown,Jersey,Europe,"Saint Helier, Jersey",49.1856637,-2.1102277
1165,Tengzhou,2.9,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Tengzhou, China",35.1139509,117.1600052
1166,Dammam,2.14,Okay,Bad,Affordable,Good,Bad,Good,Good,Bad,Mediocre,Low,Bad,Bad,Bad,Good,Bad,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Saudi Arabia,Middle East,"Dammam, Saudi Arabia",26.4367824,50.1039991
1167,Monaco,2.69,Okay,Okay,Way too expensive,Super fast,Great,Great,Great,Okay,Very low,Very high,Good,Great,Okay,Unknown,Good,Okay,Good,Good,Unknown,Good,Okay,Okay,Good,Monaco,Europe,"Monaco, Monaco",43.73844905,7.424224092532953
1168,Salento,3.01,Okay,Bad,Affordable,Slow,Okay,Okay,Very bad,Bad,Mediocre,Very low,Bad,Great,Bad,Good,Bad,Okay,Bad,Great,Okay,Okay,Great,Bad,Okay,Colombia,Latin America,"Salento, Colombia",4.6373012,-75.569799
1169,Vineland,2.79,Okay,Okay,Too expensive,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Unknown,United States,North America,"Vineland, United States",39.4862777,-75.0254256
1170,Kaesong,2.67,Okay,Bad,Affordable,Unusably slow,Good,Okay,Good,Bad,Unknown,Very low,Bad,Great,Okay,Unknown,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Bad,Unknown,North Korea,Asia,"Kaesong, North Korea",37.9716991,126.5527573
1171,Basel,2.77,Good,Okay,Too expensive,Fast,Okay,Good,Great,Okay,High,Very high,Okay,Great,Okay,Great,Bad,Okay,Okay,Good,Great,Great,Okay,Okay,Great,Switzerland,Europe,"Basel, Switzerland",47.5581077,7.5878261
1172,Port Orange,2.68,Good,Good,Way too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Port Orange, United States",29.101628050000002,-81.01059617608054
1173,Kuta,3.01,Okay,Bad,Cheap,Slow,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Good,Indonesia,Asia,"Kuta, Indonesia",-8.7278354,115.1730049
1174,Darwin,2.3,Good,Good,Way too expensive,Fast,Bad,Good,Great,Good,Very high,Very high,Great,Great,Okay,Great,Good,Good,Great,Great,Good,Great,Great,Okay,Unknown,Australia,Oceania,"Darwin, Australia",-12.46044,130.8410469
1175,Medina,2.57,Okay,Bad,Okay,Good,Okay,Good,Good,Bad,Mediocre,Low,Bad,Okay,Bad,Good,Bad,Bad,Good,Okay,Bad,Bad,Bad,Bad,Unknown,Saudi Arabia,Middle East,"Medina, Saudi Arabia",24.471153,39.6111216
1176,Biarritz,2.74,Good,Okay,Pricey,Fast,Okay,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Okay,Okay,Okay,Okay,Good,Good,Great,Bad,Unknown,France,Europe,"Biarritz, France",43.4832523,-1.5592776
1177,Haarlem,2.63,Good,Good,Way too expensive,Fast,Good,Good,Great,Okay,High,High,Good,Great,Okay,Great,Okay,Good,Okay,Good,Great,Good,Great,Okay,Good,Netherlands,Europe,"Haarlem, Netherlands",52.383705750000004,4.643559696559635
1178,Luoyang,3.02,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Luoyang, China",34.6196539,112.4477046
1179,Banff,2.65,Good,Good,Way too expensive,Fast,Okay,Good,Good,Great,High,High,Great,Great,Okay,Great,Okay,Good,Unknown,Unknown,Great,Great,Great,Okay,Unknown,Canada,North America,"Banff, Canada",51.1777781,-115.5682504
1180,Nassau,2.66,Okay,Okay,Too expensive,Slow,Good,Okay,Unknown,Okay,Mediocre,Low,Good,Bad,Okay,Unknown,Good,Okay,Okay,Good,Unknown,Okay,Okay,Okay,Okay,The Bahamas,Latin America,"Nassau, The Bahamas",25.0783456,-77.3383331
1181,Indio,2.6,Okay,Okay,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Indio, United States",33.743764999999996,-116.22331524966393
1182,Quetta,2.17,Bad,Bad,Cheap,Unusably slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Pakistan,Asia,"Quetta, Pakistan",30.1957677,67.0172447
1183,Jerusalem,2.45,Good,Okay,Too expensive,Fast,Okay,Good,Good,Good,High,High,Good,Great,Okay,Great,Great,Okay,Good,Okay,Okay,Great,Great,Okay,Great,Israel,Middle East,"Jerusalem, Israel",31.79592425,35.21198075969497
1184,Luxembourg,2.79,Good,Okay,Too expensive,Fast,Okay,Great,Great,Good,High,Very high,Good,Great,Okay,Good,Okay,Good,Good,Okay,Great,Good,Great,Okay,Good,Luxembourg,Europe,"Luxembourg, Luxembourg",49.6112768,6.129799
1185,Dushanbe,2.23,Okay,Bad,Cheap,Unusably slow,Okay,Okay,Good,Unknown,Mediocre,Very low,Bad,Bad,Bad,Bad,Good,Okay,Okay,Okay,Bad,Okay,Bad,Bad,Unknown,Tajikistan,Asia,"Dushanbe, Tajikistan",38.5425835,68.81521423589763
1186,Cody,2.65,Okay,Okay,Way too expensive,Fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Cody, United States",44.5263107,-109.056392
1187,Petaluma,2.68,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Petaluma, United States",38.2325829,-122.636465
1188,Leeuwarden,2.63,Good,Okay,Too expensive,Fast,Okay,Good,Great,Okay,High,High,Good,Great,Okay,Great,Bad,Good,Okay,Okay,Great,Good,Great,Okay,Great,Netherlands,Europe,"Leeuwarden, Netherlands",53.2005936,5.7918548
1189,Jiaxing,2.84,Okay,Bad,Okay,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Okay,China,Asia,"Jiaxing, China",30.7474425,120.7510971
1190,Sparks,2.67,Good,Good,Way too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Sparks, United States",39.5404679,-119.7487235
1191,Libreville,2.44,Okay,Bad,Affordable,Unusably slow,Bad,Okay,Okay,Okay,Mediocre,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Unknown,Gabon,Africa,"Libreville, Gabon",0.390002,9.454001
